temp_mean,precipitation,wind_speed,raceId
28.8,0.0,19.7,897
24.1,0.0,19.4,898
18.4,9.4,16.8,899
16.1,0.7,21.3,900
26.8,3.3,12.6,901
22.4,0.0,23.7,902
14.8,0.0,15.1,903
18.0,0.0,20.6,904
17.5,0.3,8.7,905
21.3,0.0,13.2,906
17.6,0.2,7.0,907
15.4,0.0,18.4,908
23.4,1.6,16.3,909
22.5,6.3,14.5,910
11.1,0.3,16.4,911
20.3,0.0,8.7,912
27.1,1.2,12.9,913
20.0,18.1,15.5,914
20.0,0.0,5.7,915
16.3,0.0,21.1,916
19.2,1.4,16.5,917
23.7,0.0,17.3,918
17.4,0.2,9.8,931
16.1,0.0,20.4,932
24.8,0.0,33.4,929
20.0,0.0,17.9,930
13.9,0.0,16.9,928
15.4,0.3,21.2,926
26.8,2.6,8.9,927
12.0,2.7,11.8,933
16.6,0.5,24.2,934
22.6,0.0,25.8,936
18.4,10.3,25.1,937
17.3,0.0,12.4,938
27.4,3.3,10.1,939
22.2,1.0,10.7,940
14.5,0.4,9.7,941
16.7,8.2,30.2,942
15.3,7.1,6.5,943
21.2,1.2,15.4,944
24.2,0.0,20.9,945
15.8,0.0,17.3,948
20.0,0.0,13.8,949
16.5,1.5,19.9,950
13.1,0.0,9.3,951
15.8,0.0,14.1,952
18.2,11.2,15.0,953
12.2,1.3,27.1,954
26.1,0.0,30.1,955
14.1,1.8,8.8,956
17.5,1.3,27.5,957
23.3,0.1,10.4,958
20.8,1.8,15.2,959
21.9,0.2,20.4,960
23.3,0.0,7.3,961
27.5,6.8,14.6,962
28.2,0.0,14.7,963
20.2,17.0,26.2,964
20.8,0.0,15.1,965
13.6,1.6,13.8,966
16.9,17.0,14.4,967
24.3,0.0,20.8,968
20.2,0.0,11.6,969
11.9,6.9,23.5,970
26.0,0.0,41.1,971
17.8,0.0,10.5,972
19.0,0.1,13.7,973
23.9,0.0,10.0,974
23.8,0.3,36.5,975
23.7,0.0,25.7,976
21.9,0.4,9.2,977
19.0,1.6,19.8,978
24.0,0.0,13.3,979
18.1,0.3,11.5,980
17.6,0.0,18.9,981
27.4,14.5,22.2,982
26.1,14.3,11.1,983
20.9,0.0,9.7,984
21.3,36.9,28.5,985
15.7,0.1,16.0,986
19.2,0.0,15.6,987
23.7,0.0,23.2,988
19.9,5.2,39.8,989
26.4,0.0,22.5,990
13.2,0.0,15.2,991
15.5,0.5,45.8,992
12.8,23.5,19.5,993
24.1,0.4,20.6,994
15.1,0.0,13.0,995
19.6,0.0,15.1,996
14.6,0.0,12.3,997
22.4,0.0,20.3,998
21.7,2.1,13.2,999
27.5,0.0,19.1,1000
11.8,2.3,21.7,1001
17.6,2.1,5.9,1002
27.5,1.2,22.0,1003
