temp_mean,precipitation,wind_speed,raceId
19.2,0.0,13.9,1004
23.2,0.0,18.7,1005
16.9,0.0,20.1,1006
15.2,1.0,14.3,1007
20.3,1.6,20.4,1008
26.9,0.6,33.1,1009
19.1,0.0,15.2,1010
25.2,0.0,39.5,1011
14.1,0.0,20.6,1012
14.3,0.0,28.5,1013
15.6,0.0,22.3,1014
18.5,1.1,7.9,1015
19.9,0.0,15.3,1016
22.2,0.0,13.5,1017
23.2,0.0,11.4,1018
16.4,1.2,16.7,1019
21.3,11.7,18.7,1020
19.5,0.1,14.5,1021
15.2,0.2,16.2,1022
15.9,70.3,21.3,1023
28.9,0.0,23.9,1024
17.2,1.4,11.6,1025
19.9,0.0,46.7,1026
16.3,12.2,11.4,1027
13.4,0.0,19.1,1028
16.8,0.0,26.5,1029
24.0,0.0,20.6,1030
19.5,0.0,8.9,1031
14.6,0.0,11.5,1032
17.6,6.6,15.8,1033
16.8,0.0,18.0,1034
20.6,0.0,22.7,1035
24.0,2.6,14.7,1036
13.0,8.0,17.2,1037
21.1,4.8,14.1,1038
23.9,0.0,15.5,1039
23.6,0.0,10.9,1040
6.0,0.2,17.8,1041
16.0,3.5,27.1,1042
14.0,0.0,10.7,1043
10.3,0.5,12.4,1044
24.0,0.2,28.0,1045
22.6,0.0,30.8,1046
22.0,0.0,19.9,1047
9.1,0.7,15.6,1053
20.5,0.0,26.0,1074
21.6,0.0,43.3,1052
25.7,0.0,23.3,1051
13.4,0.0,24.4,1054
17.3,1.3,19.8,1055
18.3,0.0,20.6,1056
21.0,0.0,32.7,1057
19.6,4.9,8.8,1058
23.2,1.7,29.7,1059
17.8,2.0,9.9,1060
22.6,0.0,9.4,1061
24.8,0.6,25.2,1062
12.8,6.8,28.4,1063
16.6,0.0,15.3,1064
23.3,0.0,8.0,1065
15.0,1.6,14.2,1066
16.1,0.4,24.7,1067
24.6,0.7,19.4,1069
14.7,0.0,25.3,1070
16.4,0.0,30.7,1071
26.7,0.0,18.6,1072
23.6,0.0,18.6,1073
25.3,0.0,26.1,1075
21.1,0.0,27.7,1076
12.9,3.3,34.9,1077
26.2,2.0,13.2,1078
25.4,0.0,23.6,1079
22.1,3.4,16.9,1080
23.6,0.0,21.1,1081
15.8,0.0,26.2,1082
14.2,0.9,16.6,1083
15.6,3.9,17.3,1084
26.9,0.0,14.7,1085
18.4,7.9,29.5,1086
16.7,0.2,16.4,1087
19.6,1.8,15.8,1088
20.2,0.0,10.4,1089
26.2,17.0,12.8,1091
17.4,18.1,19.9,1092
24.7,0.6,34.4,1093
17.1,0.9,22.4,1094
19.9,0.4,24.2,1095
27.7,0.0,27.3,1096
24.7,0.0,17.3,1098
25.0,0.0,27.9,1099
12.4,0.0,17.9,1100
20.1,0.2,25.0,1101
24.0,1.9,25.6,1102
21.4,6.9,11.4,1104
18.7,10.8,12.0,1105
15.6,0.3,22.1,1106
17.9,0.3,11.6,1107
17.9,0.3,22.7,1108
23.0,0.0,16.4,1109
15.4,2.5,29.1,1110
16.0,3.4,29.7,1111
22.4,0.0,10.7,1112
28.6,2.7,15.4,1113
23.0,0.0,21.4,1114
32.8,0.0,26.0,1115
25.5,0.2,21.8,1116
17.2,0.0,18.2,1117
17.3,0.3,21.2,1118
14.0,0.0,51.1,1119
24.8,0.0,21.2,1120
16.7,0.0,14.8,1121
23.8,0.0,28.6,1122
15.9,0.0,20.4,1123
15.7,0.0,12.3,1124
16.1,4.6,11.3,1125
25.3,0.3,21.1,1126
18.3,0.2,10.4,1127
17.9,0.0,8.5,1128
16.2,4.4,25.6,1129
19.7,2.8,17.5,1130
22.7,0.0,13.8,1131
12.8,2.0,20.9,1132
24.1,0.2,10.9,1133
15.9,0.0,13.9,1134
17.3,5.5,36.4,1135
25.2,19.1,21.4,1136
23.1,0.0,25.9,1137
28.9,0.0,14.0,1138
22.9,0.0,13.1,1139
15.0,2.4,15.5,1140
20.1,17.9,15.2,1141
15.2,0.0,25.8,1142
19.8,0.0,28.6,1143
23.9,0.0,16.3,1144
